file,w,h,lazul_x,lazul_y,lazul_w,lazul_h,lverde_x,lverde_y,lverde_w,lverde_h,vazam_x,vazam_y,vazam_w,vazam_h,vamve_x,vamve_y,vamve_w,vamve_h
2019-04-06-13-35-48-000033.jpg,640.0,480.0,304.0,164.0,49.0,80.0,307.0,71.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000067.jpg,640.0,480.0,305.0,164.0,49.0,80.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000100.jpg,640.0,480.0,305.0,165.0,48.0,77.0,307.0,71.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000134.jpg,640.0,480.0,305.0,164.0,48.0,77.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000167.jpg,640.0,480.0,305.0,164.0,48.0,77.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000201.jpg,640.0,480.0,305.0,164.0,48.0,77.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000234.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000268.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000301.jpg,640.0,480.0,305.0,164.0,48.0,77.0,307.0,72.0,39.0,59.0,,,,,,,,
2019-04-06-13-35-48-000335.jpg,640.0,480.0,305.0,164.0,48.0,77.0,306.0,70.0,41.0,62.0,,,,,,,,
2019-04-06-13-35-48-000368.jpg,640.0,480.0,304.0,164.0,48.0,77.0,306.0,71.0,38.0,58.0,,,,,,,,
2019-04-06-13-35-48-000402.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,72.0,38.0,57.0,,,,,,,,
2019-04-06-13-35-48-000435.jpg,640.0,480.0,305.0,164.0,47.0,76.0,307.0,72.0,38.0,57.0,,,,,,,,
2019-04-06-13-35-48-000469.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000502.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,72.0,38.0,57.0,,,,,,,,
2019-04-06-13-35-48-000536.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000569.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000603.jpg,640.0,480.0,305.0,164.0,47.0,76.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000636.jpg,640.0,480.0,305.0,165.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000670.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000703.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000737.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000770.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000804.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000837.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000871.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000904.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000938.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-000971.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,72.0,38.0,57.0,,,,,,,,
2019-04-06-13-35-48-001005.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001038.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001072.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001105.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001139.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001172.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001206.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001239.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001273.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001306.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,72.0,36.0,55.0,,,,,,,,
2019-04-06-13-35-48-001340.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,73.0,34.0,52.0,,,,,,,,
2019-04-06-13-35-48-001373.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,34.0,52.0,,,,,,,,
2019-04-06-13-35-48-001407.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,33.0,51.0,,,,,,,,
2019-04-06-13-35-48-001440.jpg,640.0,480.0,305.0,164.0,48.0,77.0,308.0,73.0,33.0,51.0,,,,,,,,
2019-04-06-13-35-48-001474.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,73.0,34.0,52.0,,,,,,,,
2019-04-06-13-35-48-001507.jpg,640.0,480.0,304.0,165.0,48.0,77.0,308.0,73.0,33.0,51.0,,,,,,,,
2019-04-06-13-35-48-001541.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,70.0,38.0,61.0,,,,,,,,
2019-04-06-13-35-48-001574.jpg,640.0,480.0,305.0,165.0,48.0,77.0,308.0,70.0,38.0,61.0,,,,,,,,
2019-04-06-13-35-48-001608.jpg,640.0,480.0,304.0,165.0,48.0,77.0,308.0,70.0,38.0,61.0,,,,,,,,
2019-04-06-13-35-48-001641.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,68.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-001675.jpg,640.0,480.0,305.0,165.0,48.0,77.0,308.0,68.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-001708.jpg,640.0,480.0,304.0,164.0,48.0,77.0,307.0,68.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-001742.jpg,640.0,480.0,304.0,164.0,48.0,77.0,308.0,68.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-001775.jpg,640.0,480.0,304.0,164.0,49.0,79.0,308.0,70.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-001809.jpg,640.0,480.0,304.0,165.0,48.0,77.0,308.0,70.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-001842.jpg,640.0,480.0,303.0,166.0,47.0,76.0,305.0,71.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-001876.jpg,640.0,480.0,300.0,166.0,48.0,77.0,303.0,71.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-001910.jpg,640.0,480.0,298.0,167.0,48.0,77.0,301.0,70.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-001943.jpg,640.0,480.0,295.0,168.0,48.0,77.0,298.0,71.0,39.0,63.0,,,,,,,,
2019-04-06-13-35-48-001977.jpg,640.0,480.0,293.0,169.0,48.0,77.0,296.0,72.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-002010.jpg,640.0,480.0,291.0,171.0,47.0,76.0,292.0,73.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-002044.jpg,640.0,480.0,290.0,171.0,47.0,76.0,291.0,72.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-002077.jpg,640.0,480.0,287.0,172.0,49.0,79.0,288.0,74.0,40.0,64.0,,,,,,,,
2019-04-06-13-35-48-002111.jpg,640.0,480.0,285.0,172.0,49.0,79.0,284.0,72.0,41.0,67.0,,,,,,,,
2019-04-06-13-35-48-002144.jpg,640.0,480.0,281.0,174.0,50.0,82.0,282.0,74.0,41.0,67.0,,,,,,,,
2019-04-06-13-35-48-002178.jpg,640.0,480.0,278.0,175.0,49.0,80.0,278.0,74.0,41.0,67.0,,,,,,,,
2019-04-06-13-35-48-002211.jpg,640.0,480.0,276.0,176.0,49.0,80.0,277.0,76.0,39.0,63.0,,,,,,,,
2019-04-06-13-35-48-002245.jpg,640.0,480.0,274.0,178.0,49.0,79.0,274.0,77.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002278.jpg,640.0,480.0,270.0,178.0,50.0,82.0,271.0,78.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002312.jpg,640.0,480.0,266.0,177.0,53.0,85.0,267.0,75.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002345.jpg,640.0,480.0,263.0,182.0,51.0,83.0,263.0,77.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002379.jpg,640.0,480.0,259.0,185.0,51.0,83.0,259.0,80.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002412.jpg,640.0,480.0,256.0,187.0,51.0,83.0,255.0,79.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002446.jpg,640.0,480.0,252.0,190.0,53.0,85.0,251.0,84.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-002479.jpg,640.0,480.0,249.0,192.0,51.0,83.0,247.0,83.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-002513.jpg,640.0,480.0,245.0,196.0,53.0,85.0,243.0,86.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-002546.jpg,640.0,480.0,241.0,199.0,51.0,83.0,239.0,87.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002580.jpg,640.0,480.0,231.0,201.0,67.0,96.0,234.0,90.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002613.jpg,640.0,480.0,228.0,205.0,66.0,94.0,230.0,92.0,37.0,60.0,,,,,,,,
2019-04-06-13-35-48-002647.jpg,640.0,480.0,224.0,209.0,67.0,96.0,225.0,93.0,38.0,62.0,,,,,,,,
2019-04-06-13-35-48-002680.jpg,640.0,480.0,219.0,212.0,69.0,98.0,218.0,96.0,48.0,70.0,,,,,,,,
2019-04-06-13-35-48-002714.jpg,640.0,480.0,215.0,215.0,71.0,101.0,215.0,97.0,46.0,67.0,,,,,,,,
2019-04-06-13-35-48-002747.jpg,640.0,480.0,210.0,218.0,74.0,106.0,211.0,101.0,45.0,65.0,,,,,,,,
2019-04-06-13-35-48-002781.jpg,640.0,480.0,207.0,221.0,77.0,110.0,208.0,103.0,45.0,65.0,,,,,,,,
2019-04-06-13-35-48-002814.jpg,640.0,480.0,207.0,226.0,76.0,108.0,208.0,105.0,46.0,67.0,,,,,,,,
2019-04-06-13-35-48-002848.jpg,640.0,480.0,210.0,230.0,74.0,106.0,210.0,106.0,46.0,67.0,,,,,,,,
2019-04-06-13-35-48-002881.jpg,640.0,480.0,215.0,233.0,74.0,106.0,216.0,108.0,45.0,65.0,,,,,,,,
2019-04-06-13-35-48-002915.jpg,640.0,480.0,223.0,237.0,74.0,106.0,224.0,110.0,45.0,65.0,,,,,,,,
2019-04-06-13-35-48-002948.jpg,640.0,480.0,231.0,239.0,76.0,108.0,235.0,112.0,45.0,65.0,,,,,,,,
2019-04-06-13-35-48-002982.jpg,640.0,480.0,241.0,243.0,76.0,108.0,247.0,113.0,46.0,67.0,,,,,,,,
2019-04-06-13-35-48-003015.jpg,640.0,480.0,253.0,246.0,76.0,108.0,261.0,113.0,47.0,68.0,,,,,,,,
2019-04-06-13-35-48-003049.jpg,640.0,480.0,264.0,248.0,79.0,112.0,275.0,116.0,47.0,68.0,,,,,,,,
2019-04-06-13-35-48-003082.jpg,640.0,480.0,277.0,257.0,79.0,112.0,292.0,117.0,47.0,68.0,,,,,,,,
2019-04-06-13-35-48-003116.jpg,640.0,480.0,291.0,259.0,80.0,114.0,309.0,121.0,46.0,67.0,,,,,,,,
2019-04-06-13-35-48-003149.jpg,640.0,480.0,304.0,270.0,82.0,117.0,326.0,127.0,47.0,68.0,,,,,,,,
2019-04-06-13-35-48-003183.jpg,640.0,480.0,314.0,268.0,85.0,121.0,340.0,127.0,47.0,69.0,,,,,,,,
2019-04-06-13-35-48-003216.jpg,640.0,480.0,324.0,280.0,85.0,121.0,353.0,131.0,47.0,85.0,,,,,,,,
2019-04-06-13-35-48-003250.jpg,640.0,480.0,331.0,288.0,85.0,121.0,361.0,139.0,47.0,85.0,,,,,,,,
2019-04-06-13-35-48-003283.jpg,640.0,480.0,333.0,290.0,85.0,121.0,364.0,136.0,47.0,85.0,,,,,,,,
2019-04-06-13-35-48-003317.jpg,640.0,480.0,330.0,297.0,83.0,142.0,363.0,143.0,47.0,86.0,,,,,,,,
2019-04-06-13-35-48-003350.jpg,640.0,480.0,329.0,300.0,86.0,147.0,362.0,143.0,46.0,84.0,,,,,,,,
2019-04-06-13-35-48-003384.jpg,640.0,480.0,327.0,311.0,81.0,139.0,357.0,150.0,46.0,84.0,,,,,,,,
2019-04-06-13-35-48-003417.jpg,640.0,480.0,319.0,317.0,82.0,141.0,348.0,152.0,48.0,88.0,,,,,,,,
2019-04-06-13-35-48-003451.jpg,640.0,480.0,310.0,323.0,84.0,144.0,337.0,155.0,49.0,90.0,,,,,,,,
2019-04-06-13-35-48-003484.jpg,640.0,480.0,300.0,330.0,86.0,147.0,325.0,159.0,49.0,90.0,,,,,,,,
2019-04-06-13-35-48-003518.jpg,640.0,480.0,298.0,330.0,86.0,147.0,313.0,163.0,49.0,90.0,,,,,,,,
2019-04-06-13-35-48-003551.jpg,640.0,480.0,293.0,328.0,89.0,153.0,302.0,169.0,47.0,86.0,,,,,,,,
2019-04-06-13-35-48-003585.jpg,640.0,480.0,286.0,324.0,93.0,159.0,285.0,170.0,49.0,90.0,,,,,,,,
2019-04-06-13-35-48-003618.jpg,640.0,480.0,289.0,329.0,94.0,139.0,270.0,176.0,53.0,97.0,,,,,,,,
2019-04-06-13-35-48-003652.jpg,640.0,480.0,285.0,325.0,97.0,144.0,253.0,180.0,55.0,99.0,,,,,,,,
2019-04-06-13-35-48-003685.jpg,640.0,480.0,269.0,328.0,112.0,138.0,237.0,187.0,56.0,101.0,,,,,,,,
2019-04-06-13-35-48-003719.jpg,640.0,480.0,265.0,328.0,112.0,138.0,219.0,194.0,57.0,103.0,,,,,,,,
2019-04-06-13-35-48-003752.jpg,640.0,480.0,240.0,332.0,138.0,129.0,200.0,204.0,56.0,101.0,,,,,,,,
2019-04-06-13-35-48-003786.jpg,640.0,480.0,236.0,329.0,143.0,134.0,180.0,211.0,57.0,103.0,,,,,,,,
2019-04-06-13-35-48-003820.jpg,640.0,480.0,226.0,332.0,150.0,133.0,159.0,221.0,58.0,105.0,,,,,,,,
2019-04-06-13-35-48-003853.jpg,640.0,480.0,226.0,334.0,150.0,133.0,137.0,232.0,58.0,105.0,,,,,,,,
2019-04-06-13-35-48-003887.jpg,640.0,480.0,226.0,333.0,153.0,135.0,109.0,244.0,84.0,120.0,,,,,,,,
2019-04-06-13-35-48-003920.jpg,640.0,480.0,224.0,330.0,159.0,141.0,89.0,257.0,85.0,122.0,610.0,40.0,30.0,35.0,,,,
2019-04-06-13-35-48-003954.jpg,640.0,480.0,227.0,328.0,143.0,131.0,65.0,272.0,85.0,122.0,580.0,36.0,30.0,35.0,,,,
2019-04-06-13-35-48-003987.jpg,640.0,480.0,228.0,330.0,140.0,128.0,43.0,289.0,84.0,120.0,553.0,35.0,30.0,35.0,,,,
2019-04-06-13-35-48-004021.jpg,640.0,480.0,227.0,329.0,143.0,131.0,16.0,301.0,90.0,129.0,531.0,32.0,31.0,36.0,,,,
2019-04-06-13-35-48-004054.jpg,640.0,480.0,225.0,325.0,148.0,136.0,0.0,316.0,93.0,151.0,510.0,32.0,29.0,34.0,,,,
2019-04-06-13-35-48-004088.jpg,640.0,480.0,226.0,326.0,148.0,136.0,-19.0,340.0,89.0,145.0,490.0,31.0,29.0,34.0,,,,
2019-04-06-13-35-48-004121.jpg,640.0,480.0,225.0,325.0,148.0,136.0,-45.0,355.0,91.0,148.0,466.0,31.0,28.0,33.0,,,,
2019-04-06-13-35-48-004155.jpg,640.0,480.0,225.0,325.0,148.0,136.0,,,91.0,148.0,445.0,32.0,27.0,31.0,,,,
2019-04-06-13-35-48-004188.jpg,640.0,480.0,225.0,325.0,148.0,136.0,,,,,436.0,30.0,27.0,31.0,,,,
2019-04-06-13-35-48-004222.jpg,640.0,480.0,226.0,326.0,148.0,136.0,,,,,423.0,32.0,28.0,32.0,617.0,102.0,22.0,28.0
2019-04-06-13-35-48-004255.jpg,640.0,480.0,224.0,324.0,154.0,141.0,,,,,418.0,32.0,27.0,31.0,614.0,102.0,22.0,28.0
2019-04-06-13-35-48-004289.jpg,640.0,480.0,234.0,325.0,139.0,134.0,,,,,416.0,33.0,28.0,32.0,610.0,103.0,22.0,28.0
2019-04-06-13-35-48-004322.jpg,640.0,480.0,236.0,326.0,136.0,131.0,,,,,413.0,35.0,28.0,32.0,610.0,104.0,22.0,28.0
2019-04-06-13-35-48-004356.jpg,640.0,480.0,237.0,328.0,136.0,131.0,,,,,410.0,35.0,28.0,32.0,607.0,105.0,22.0,28.0
2019-04-06-13-35-48-004389.jpg,640.0,480.0,240.0,331.0,128.0,124.0,,,,,406.0,35.0,28.0,33.0,604.0,106.0,22.0,28.0
2019-04-06-13-35-48-004423.jpg,640.0,480.0,236.0,337.0,148.0,133.0,,,,,402.0,37.0,28.0,32.0,601.0,107.0,22.0,28.0
2019-04-06-13-35-48-004456.jpg,640.0,480.0,238.0,337.0,148.0,133.0,,,,,397.0,38.0,28.0,32.0,597.0,108.0,22.0,28.0
2019-04-06-13-35-48-004490.jpg,640.0,480.0,240.0,339.0,145.0,130.0,,,,,393.0,37.0,29.0,33.0,595.0,109.0,22.0,28.0
2019-04-06-13-35-48-004523.jpg,640.0,480.0,244.0,342.0,142.0,127.0,,,,,389.0,40.0,29.0,34.0,593.0,111.0,22.0,28.0
2019-04-06-13-35-48-004557.jpg,640.0,480.0,242.0,340.0,147.0,132.0,,,,,387.0,41.0,28.0,33.0,592.0,111.0,22.0,28.0
2019-04-06-13-35-48-004590.jpg,640.0,480.0,245.0,343.0,142.0,127.0,,,,,383.0,42.0,28.0,33.0,590.0,113.0,22.0,28.0
2019-04-06-13-35-48-004624.jpg,640.0,480.0,242.0,339.0,158.0,143.0,,,,,380.0,43.0,28.0,33.0,588.0,114.0,22.0,28.0
2019-04-06-13-35-48-004657.jpg,640.0,480.0,247.0,344.0,149.0,135.0,,,,,376.0,44.0,28.0,33.0,581.0,113.0,35.0,34.0
2019-04-06-13-35-48-004691.jpg,640.0,480.0,245.0,342.0,151.0,137.0,,,,,373.0,45.0,28.0,32.0,577.0,115.0,35.0,34.0
2019-04-06-13-35-48-004724.jpg,640.0,480.0,248.0,345.0,146.0,132.0,,,,,369.0,49.0,28.0,32.0,570.0,117.0,37.0,36.0
2019-04-06-13-35-48-004758.jpg,640.0,480.0,246.0,342.0,149.0,135.0,,,,,362.0,49.0,28.0,32.0,567.0,117.0,38.0,37.0
2019-04-06-13-35-48-004791.jpg,640.0,480.0,245.0,342.0,151.0,137.0,,,,,356.0,53.0,28.0,32.0,564.0,119.0,40.0,39.0
2019-04-06-13-35-48-004825.jpg,640.0,480.0,244.0,340.0,155.0,140.0,,,,,352.0,56.0,28.0,32.0,561.0,121.0,40.0,39.0
2019-04-06-13-35-48-004858.jpg,640.0,480.0,246.0,342.0,151.0,137.0,,,,,348.0,57.0,28.0,32.0,557.0,122.0,42.0,41.0
2019-04-06-13-35-48-004892.jpg,640.0,480.0,244.0,341.0,155.0,140.0,,,,,342.0,61.0,28.0,32.0,555.0,126.0,42.0,41.0
2019-04-06-13-35-48-004925.jpg,640.0,480.0,246.0,342.0,151.0,137.0,,,,,340.0,63.0,28.0,32.0,561.0,133.0,34.0,34.0
2019-04-06-13-35-48-004959.jpg,640.0,480.0,246.0,342.0,151.0,137.0,,,,,338.0,66.0,27.0,31.0,561.0,139.0,33.0,33.0
2019-04-06-13-35-48-004992.jpg,640.0,480.0,246.0,342.0,151.0,137.0,,,,,334.0,70.0,27.0,31.0,560.0,141.0,35.0,35.0
2019-04-06-13-35-48-005026.jpg,640.0,480.0,246.0,342.0,151.0,137.0,,,,,331.0,73.0,28.0,32.0,562.0,144.0,34.0,34.0
2019-04-06-13-35-48-005059.jpg,640.0,480.0,249.0,346.0,149.0,135.0,,,,,334.0,75.0,28.0,32.0,567.0,150.0,33.0,33.0
2019-04-06-13-35-48-005093.jpg,640.0,480.0,253.0,346.0,146.0,132.0,,,,,338.0,78.0,28.0,32.0,574.0,155.0,33.0,33.0
2019-04-06-13-35-48-005126.jpg,640.0,480.0,256.0,346.0,151.0,137.0,,,,,345.0,81.0,28.0,32.0,586.0,162.0,33.0,33.0
2019-04-06-13-35-48-005160.jpg,640.0,480.0,268.0,354.0,155.0,140.0,,,,,355.0,84.0,28.0,32.0,600.0,170.0,33.0,33.0
2019-04-06-13-35-48-005193.jpg,640.0,480.0,278.0,358.0,151.0,137.0,,,,,367.0,87.0,28.0,32.0,616.0,177.0,33.0,33.0
2019-04-06-13-35-48-005227.jpg,640.0,480.0,285.0,361.0,149.0,135.0,,,,,380.0,91.0,28.0,32.0,,,33.0,33.0
2019-04-06-13-35-48-005260.jpg,640.0,480.0,294.0,376.0,159.0,104.0,,,,,397.0,95.0,28.0,32.0,,,,
2019-04-06-13-35-48-005294.jpg,640.0,480.0,294.0,377.0,162.0,106.0,,,,,411.0,98.0,28.0,32.0,,,,
2019-04-06-13-35-48-005327.jpg,640.0,480.0,300.0,388.0,164.0,92.0,,,,,426.0,103.0,28.0,32.0,,,,
2019-04-06-13-35-48-005361.jpg,640.0,480.0,300.0,388.0,164.0,92.0,,,,,441.0,107.0,28.0,32.0,,,,
2019-04-06-13-35-48-005394.jpg,640.0,480.0,302.0,389.0,160.0,90.0,,,,,456.0,111.0,28.0,32.0,,,,
